,Name,Critic_Score,User_Score
971,Sonic Advance 2,8.3,8.3
972,Madden NFL 07,8.0,6
974,NBA 2K11,8.9,7.6
975,Forza Motorsport 6,8.7,7.9
976,The Evil Within,7.5,7.3
977,Metroid Prime 3: Corruption,9.0,8.9
981,Midnight Club II,8.5,8.5
983,The Getaway: Black Monday,5.7,7.6
984,50 Cent: Bulletproof,4.7,6.6
987,Dead or Alive 3,8.7,8.6
988,Dragon Quest Monsters: Joker,7.5,7.4
989,LEGO Star Wars III: The Clone Wars,7.6,7.7
993,UFC 2009 Undisputed,8.4,8.1
994,The SpongeBob SquarePants Movie,7.5,9
995,Golden Sun,9.1,9.3
998,Def Jam: Fight for NY,8.3,8.9
999,Tom Clancy's Ghost Recon,8.4,6.1
1000,State of Emergency,7.1,5.7
1002,The Urbz: Sims in the City,7.0,8.2
1003,Star Wars: Starfighter,8.4,8
1005,Star Wars: Battlefront,8.0,9.1
1007,Madden NFL 17,8.2,4.9
1008,Just Cause 2,8.3,8
1013,FIFA Soccer 08,8.1,7.1
1014,Crackdown,8.3,8
1015,Wii Party U,6.5,6.8
1016,Dance Dance Revolution X,5.5,6.2
1020,Xenosaga Episode I: Der Wille zur Macht,8.3,8.7
1022,Kinect Star Wars,5.5,3.5
1023,Dragon's Dogma,7.8,8.3
1026,The Order: 1886,6.3,6.6
1027,SSX Tricky,9.2,8.9
1028,Knack,5.4,6.5
1031,Dragon Quest VI: Realms of Revelation,7.8,8.1
1032,Crash Bandicoot: The Huge Adventure,7.8,7.9
1033,Hitman: Absolution,7.9,7.1
1035,The Crew,6.1,5.4
1037,NBA 2K15,8.2,6.3
1038,Madden NFL 2005,9.1,7.6
1039,Star Ocean: Till The End of Time,8.0,7.7
1040,Call of Duty: Modern Warfare 3,7.8,2.5
1041,Dishonored,8.8,7.9
1043,The Beatles: Rock Band,8.9,8.9
1044,Ace Combat 5: The Unsung War,8.4,9.1
1045,Need for Speed Underground,8.3,8.7
1050,Deal or No Deal,2.0,1.9
1052,Portal 2,9.5,8.4
1054,NCAA Football 07,8.7,8.6
1055,The Sims 3: Late Night Expansion Pack,7.4,5.3
1056,No Man's Sky,7.1,4.5
1059,SOCOM 3: U.S. Navy SEALs,8.2,8.8
1060,BioShock Infinite,9.4,8.5
1065,Harry Potter and the Sorcerer's Stone,6.4,7.1
1066,Dragon Ball Z: The Legacy of Goku,5.3,6.9
1068,Resident Evil 4,9.6,9.4
1071,Need For Speed: Undercover,6.4,5.9
1074,Sonic Colors,7.8,8.5
1075,Saints Row 2,8.2,7.9
1078,Sid Meier's Civilization V,9.0,7.9
1080,The Sims: Superstar,7.9,8.2
1081,Metroid Fusion,9.2,9.1
1082,We Ski,6.7,8.5
1083,Star Wars Battlefront: Renegade Squadron,7.3,7.9
1084,SSX 3,9.3,9.1
1085,Madden NFL 2001,9.0,6.8
1086,Star Wars: Battlefront II,8.3,8.9
1088,Tony Hawk's Pro Skater 3,8.7,8.3
1091,Dragon Age: Origins,8.7,7.9
1092,Spy Hunter,8.4,7.8
1093,NCAA Football 2004,9.4,8.8
1094,Fight Night Round 3,8.3,7.9
1095,StarCraft II: Heart of the Swarm,8.6,7.9
1096,SpongeBob SquarePants: Battle for Bikini Bottom,7.1,9
1097,Until Dawn,7.9,8.2
1098,Big Beach Sports,4.4,8
1100,SSX,9.3,8.3
1101,Shaun White Snowboarding: Road Trip,7.8,8.7
1102,NBA Ballers,8.3,9.2
1103,Saints Row IV,8.1,6.5
1104,NBA Live 2003,8.3,8.3
1105,LEGO Batman 2: DC Super Heroes,7.9,7.2
1106,Dragon Ball Z: Budokai Tenkaichi,7.2,8.4
1107,Dark Souls III,8.9,8.8
1109,Kirby's Return to Dreamland,7.7,8.5
1110,Mario Party 6,7.1,7.9
1112,Star Wars The Clone Wars: Lightsaber Duels,5.6,6.7
1113,Need for Speed Carbon,7.7,6.3
1114,Heavenly Sword,7.9,8.3
1116,MySims,6.8,7.2
1118,Army of Two,7.2,7.6
1122,Tiger Woods PGA Tour 2003,8.8,8.9
1124,Prince of Persia: Warrior Within,8.3,8.5
1125,Far Cry 4,8.2,7.5
1126,ESPN NFL 2K5,9.2,9.1
1127,Beyond: Two Souls,7.0,8.1
1128,Pikmin,8.9,8.7
1129,Tiger Woods PGA Tour 2004,8.9,8.8
1131,Call of Duty: Black Ops,8.1,5.2
1132,Ape Escape,9.0,8.8
1133,NCAA Football 2005,8.8,8.8
1134,Max Payne 3,8.6,7.8
1135,Viva Pinata,8.4,8
1137,Kinectimals,7.4,3.1
1138,Kirby Air Ride,6.1,7.9
1139,LEGO Marvel Super Heroes,8.3,7.7
1142,Rock Band,9.2,8.4
1143,Dragon Quest IV: Chapters of the Chosen,8.0,7.9
1144,NFL Street 2,7.7,8.7
1147,Super Mario Strikers,7.6,8.7
1149,Rage,8.1,6.7
1150,Mario Hoops 3 on 3,6.9,8
1155,Just Cause 2,8.1,8
1156,Silent Hill,8.6,9.2
1157,Sonic Heroes,7.2,7.8
1159,ESPN NBA 2K5,8.3,7.5
1160,Diablo,9.4,8.7
1161,Far Cry 2,8.5,6.7
1162,The Legend of Zelda: Twilight Princess,9.6,9.2
1165,Pro Evolution Soccer 2008,7.4,6.1
1167,Pokemon Battle Revolution,5.3,6.7
1168,Kingdom Hearts 3D: Dream Drop Distance,7.5,8.2
1169,Dance Dance Revolution: Hottest Party 2,6.9,6.8
1170,SoulCalibur IV,8.5,7.9
1172,Sonic Generations,7.6,8.2
1173,Spyro 2: Season of Flame,7.6,7.6
1174,Mario Party 10,6.6,6.5
1175,Devil May Cry 4,8.4,8.2
1176,Dead Rising 3,7.8,6.8
1178,NCAA Football 2002,9.0,8.7
1179,Gears of War: Judgment,7.9,5.4
1180,Watch Dogs,7.8,5.8
1181,Guitar Hero: On Tour Decades,7.2,8
1183,Madden NFL 15,8.0,6.4
1184,Conflict: Desert Storm,5.5,8.6
1185,Mario Party 7,6.4,7.9
1186,Dragon Quest V: Hand of the Heavenly Bride,8.4,8.5
1188,Smuggler's Run,7.9,6.8
1189,Fight Night Round 3,8.4,8.1
1190,Need for Speed: Most Wanted,8.3,8.5
1191,Carnival Games: Mini Golf,3.8,5.7
1196,Pokemon Mystery Dungeon: Explorers of Sky,5.4,9
1200,LEGO Pirates of the Caribbean: The Video Game,7.3,7
1201,Stuntman,7.1,5.7
1202,Tom Clancy's Rainbow Six 3,8.6,8.5
1203,LEGO Harry Potter: Years 1-4,7.9,8
1205,Spider-Man 2: Enter: Electro,7.4,8.7
1206,Guitar Hero 5,8.9,6.9
1208,Wolfenstein: The New Order,7.9,8.1
1209,Mafia II,7.4,7.8
1211,BioShock 2,8.8,8.2
1212,Dark Cloud,8.0,8.2
1213,Warcraft III: The Frozen Throne,8.8,9
1214,Active Life: Outdoor Challenge,6.9,8.1
1215,Tom Clancy's Ghost Recon Advanced Warfighter,9.0,8
1217,MVP Baseball 2005,8.7,8.6
1219,Uncharted: Golden Abyss,8.0,7.4
1220,Go Vacation,6.4,7.8
1221,Pro Evolution Soccer 2013,8.2,6.7
1224,Dishonored,8.9,7.9
1225,Mario Golf: Toadstool Tour,8.1,8
1227,Call of Duty: Black Ops II,7.4,4.2
1228,Resident Evil: The Umbrella Chronicles,7.5,7.6
1230,The Simpsons Skateboarding,3.8,5
1231,Donkey Kong Country: Tropical Freeze,8.3,8.9
1238,Fight Night Round 4,8.8,7.6
1239,Super Monkey Ball 2,8.7,8.5
1240,Pac-Man World 2,7.3,7.8
1242,MySims Kingdom,7.6,8.1
1243,Dead Space 2,9.0,8.6
1249,The Simpsons Game,6.8,8.2
1251,The Simpsons Game,6.9,7.3
1252,Football Manager 2012,8.4,8
1253,Ni no Kuni: Wrath of the White Witch,8.5,8.6
1254,SoulCalibur II,9.3,9.1
1255,Call of Duty 3,8.0,6.9
1256,Tokyo Xtreme Racer Zero,7.6,8.9
1258,Red Faction II,8.4,8.3
1259,Madden NFL 2001,9.1,7.7
1264,Star Wars: The Force Unleashed II,6.3,6.8
1266,Rock Band 2,9.1,7.9
1267,Final Fantasy: Crystal Chronicles,8.0,8.1
1268,Medal of Honor: Frontline,8.1,6.9
1269,Madden NFL 09,6.7,7
1270,Dead Rising 2,7.9,6.9
1273,Mafia II,7.5,7.7
1274,Batman: Arkham Knight,8.5,6.6
1276,Dirge of Cerberus: Final Fantasy VII,5.7,6.9
1280,Sonic Rivals 2,6.0,7.8
1282,Resistance 3,8.3,7.8
1283,Drawn To Life: SpongeBob SquarePants Edition,6.8,5.5
1285,007: Quantum of Solace,6.5,7.1
1286,Major League Baseball 2K5,8.2,7.4
1287,Fight Night 2004,8.5,9
1288,LEGO Star Wars III: The Clone Wars,7.5,7.8
1289,Tom Clancy's Splinter Cell: Pandora Tomorrow,9.3,8.6
1294,Call of Duty Black Ops: Declassified,3.3,4.8
1295,Tom Clancy's Ghost Recon: Future Soldier,7.9,7.2
1296,Fight Night Round 3,8.6,8.8
1297,Xenogears,8.4,8.4
1299,Super Scribblenauts,8.1,8.2
1303,Super Monkey Ball,8.7,7.9
1304,SoulCalibur IV,8.5,7.9
1308,Mario Superstar Baseball,7.6,8.6
1311,Battlefield: Bad Company,8.3,7.7
1312,Homefront,7.0,6
1313,Onimusha 3: Demon Siege,8.5,8.6
1315,Red Dead Revolver,7.3,7.8
1316,Resident Evil: Outbreak,7.1,8.3
1322,Mass Effect 2,9.4,8.5
1323,LEGO Battles: Ninjago,5.9,6.9
1325,NBA 2K14,8.5,6.5
1327,SingStar Pop,7.3,7.5
1330,Disney Infinity,7.4,6.5
1331,My Word Coach,7.1,6.8
1332,Tiger Woods PGA Tour 2005,8.8,8.2
1333,NCAA Football 2003,9.1,8.6
1334,Star Wars: The Force Unleashed II,6.1,5.7
1335,Frogger 2: Swampy's Revenge,7.7,7.9
1336,WWE SmackDown vs Raw 2008,7.1,6.8
1337,Kinect Joy Ride,5.2,5
1338,Smarty Pants,6.5,7.6
1342,Classic NES Series: Super Mario Bros.,8.4,8.6
1344,Anno 2070,8.3,7
1345,Hasbro Family Game Night,6.3,7.5
1346,Sonic Rivals,6.4,7.8
1347,BioShock,9.4,8.7
1348,Mass Effect 3,9.3,5.5
1349,Cabela's Big Game Hunter,5.9,7.8
1351,SimCity (2013),6.4,2.2
1352,The Legend of Zelda: The Minish Cap,8.9,9
1353,NFL Street,8.0,8.9
1356,Dead Space 2,8.9,8.4
1357,Tiger Woods PGA Tour 09 All-Play,8.1,8.7
1358,Metal Gear Rising: Revengeance,8.0,7.9
1360,Rayman Raving Rabbids,7.6,7.9
1361,Dragon Quest Monsters: Joker 2,7.7,7.3
1362,UFC Undisputed 2010,8.5,7.2
1364,Medal of Honor: Warfighter,5.5,6
1366,Sonic's Ultimate Genesis Collection,7.9,8.5
1371,Diablo III,8.7,6.6
1372,Twisted Metal: Black,9.1,8.4
1373,NASCAR 2005: Chase for the Cup,8.7,8.4
1374,Fight Night Round 4,8.7,8.1
1375,Spider-Man: The Movie,7.9,7.5
1376,LEGO Star Wars II: The Original Trilogy,8.3,8.6
1377,Dead Space,8.9,8.7
1380,LEGO Indiana Jones 2: The Adventure Continues,7.2,6.1
1381,Ridge Racer,8.8,8.2
1382,Sonic Advance 3,7.9,8.4
1385,Colin McRae Rally 3,8.6,7.7
1386,Forza Horizon 2,8.6,8.2
1387,Madden NFL 2002,8.8,8
1391,Dynasty Warriors 5,6.9,8.8
1393,Injustice: Gods Among Us,8.1,7.9
1394,Far Cry 2,8.5,6.4
1395,Yoshi's New Island,6.4,6.1
1397,True Crime: Streets of LA,7.7,7.8
1400,Ryse: Son of Rome,6.0,6.1
1401,Mortal Kombat X,8.6,7.3
1403,Rise of the Tomb Raider,8.6,8
1405,Sonic Generations,7.7,8.3
1406,Dave Mirra Freestyle BMX 2,8.1,8.1
1407,Bakugan: Battle Brawlers,6.0,6.7
1408,LEGO Indiana Jones: The Original Adventures,7.7,8.4
1409,Deus Ex: Human Revolution,8.9,8.3
1411,Final Fantasy XII: Revenant Wings,8.1,6.1
1412,Call of Duty: Black Ops,8.0,5.8
1413,Deus Ex: Human Revolution,8.9,8.2
1414,Star Wars Knights of the Old Republic II: The Sith Lords,8.6,8.6
1416,The Sims 2,6.5,6.9
1417,Dead Rising 2,8.0,6.7
1418,Ridge Racer 7,7.8,7.1
1419,Tom Clancy's Ghost Recon 2,8.0,8.9
1420,Need for Speed: The Run,6.8,6
1421,Crash Bandicoot 2: N-Tranced,7.5,7.8
1422,Titanfall,8.3,5.9
1427,Dead to Rights,7.3,8.9
1428,WWE '13,7.6,8.1
1430,Hasbro Family Game Night 2,6.3,6.3
1432,Gardening Mama,6.0,9.3
1433,Burnout Paradise,8.8,6.9
1434,Middle-Earth: Shadow of Mordor,8.7,8
1435,MotorStorm: Pacific Rift,8.2,8
1436,Samurai Warriors,7.3,8.7
1437,Battlefield 4,8.1,6
1439,Gears of War 4,8.4,6.2
1442,FIFA Soccer 08,7.9,7.4
1443,FIFA Soccer 09,8.4,8.9
1445,FIFA Soccer 08,8.2,7.9
1446,Test Drive,7.3,7.4
1447,Devil May Cry 4,8.4,8
1448,Tom Clancy's Rainbow Six: Vegas 2,8.1,7.9
1449,Metroid: Other M,7.9,6.5
1450,Crysis 2,8.4,7.5
1451,Chrono Trigger,9.2,8.9
1452,Marvel vs. Capcom 3: Fate of Two Worlds,8.4,7.3
1454,Doom 3,8.8,7.4
1455,Tom Clancy's Rainbow Six: Siege,7.4,6.9
1456,F1 2010,8.4,7.8
1457,Monster Hunter Freedom,7.1,8.6
1458,Donkey Kong Jungle Beat,8.0,8.3
1459,Need for Speed Carbon,7.4,8.4
1460,Lost Planet: Extreme Condition,7.9,7.1
1463,Max Payne 2: The Fall of Max Payne,7.3,8.2
1464,Battlefield: Bad Company,8.4,8.1
1465,MVP Baseball 2004,9.0,8.6
1468,Alan Wake,8.3,8.1
1474,Metroid Prime 2: Echoes,9.2,8.8
1476,Corvette,5.7,6.5
1477,WWE SmackDown vs Raw 2008,7.4,7.3
1478,Skylanders SWAP Force,8.3,5.7
1479,Grand Theft Auto: Chinatown Wars,9.3,8.3
1480,UFC Undisputed 2010,8.4,6.7
1481,World of Warcraft: Wrath of the Lich King,9.1,7.5
1484,NFL 2K3,9.3,7.4
1485,Assassin's Creed III: Liberation,7.0,7.2
1489,Your Shape: Fitness Evolved,7.3,7.5
1490,Need for Speed Underground Rivals,7.4,8.5
1496,Rage,8.1,6.2
1497,LEGO Harry Potter: Years 1-4,7.9,8
1498,Madagascar,6.9,7.4
1499,The Witcher 3: Wild Hunt,9.1,9.2
1502,Turok: Evolution,6.1,7.3
1503,[Prototype],7.8,7.8
1504,Burnout 3: Takedown,9.4,7.2
1505,The Beatles: Rock Band,8.9,8.6
1508,NBA Live 07,6.3,6
1509,Yoshi's Woolly World,7.8,8.5
1510,Skylanders Giants,8.0,6.6
1511,SingStar '80s,7.8,8.3
1514,Tekken 6,8.0,7
1515,Assassin's Creed Syndicate,7.8,6.1
1518,Pokemon Ranger: Guardian Signs,6.8,8.2
1519,LEGO Batman: The Videogame,7.5,7.7
1523,Crysis 2,8.5,7.2
1524,Pirates of the Caribbean: The Curse of the Black Pearl,4.9,6.2
1526,Namco Museum DS,6.7,5.9
1527,Deal or No Deal,5.6,5
1528,Transformers,7.5,8.6
1529,Dying Light,7.4,7.8
1530,Fallout 4,8.4,5.4
1531,Sonic Colors,7.9,7.9
1532,Assassin's Creed: Rogue,7.2,7.5
1533,EA Playground,6.6,7.6
1536,The Elder Scrolls Online,7.7,8.4
1537,Champions of Norrath,8.5,8.4
1538,LEGO Batman: The Videogame,7.3,7.4
1543,Manhunt,7.6,8.3
1544,Need for Speed Carbon,6.7,7.3
1545,Silent Hill 2,8.9,8.9
1546,Castlevania: Symphony of the Night,9.3,9.4
1547,Guitar Hero: Aerosmith,7.3,7.2
1548,The LEGO Movie Videogame,6.9,7.2
1549,The Sims 2: Nightlife,7.6,6.6
1550,Dark Souls II,9.1,8.1
1551,Kid Icarus: Uprising,8.3,8.7
1552,Pokemon Mystery Dungeon: Gates to Infinity,5.9,6.3
1553,LEGO Batman: The Videogame,7.7,8.9
1556,NBA 2K9,8.4,7.2
1557,Tony Hawk's Underground,8.5,9.1
1559,Metal Gear Solid V: Ground Zeroes,7.5,6.2
1561,.hack//Infection Part 1,7.5,8.5
1562,Jillian Michaels' Fitness Ultimatum 2009,3.0,2
1563,Valkyria Chronicles,8.6,8.6
1564,WWE '12,7.1,6.3
1565,Sonic Adventure DX: Director's Cut,5.7,7.9
1567,Battle Arena Toshinden,6.9,6.3
1568,WWE '13,7.8,8
1569,Final Fantasy X / X-2 HD Remaster,8.5,8.5
1570,Need for Speed Rivals,8.0,4.9
1571,EA Sports Active 2,7.9,8.1
1572,Rockstar Games presents Table Tennis,6.8,5.8
1574,Football Manager 2011,8.5,8.4
1578,Tamagotchi Connection: Corner Shop,5.9,7.7
1579,Tomb Raider: Underworld,7.5,7.2
1581,LEGO Battles,6.5,8.9
1582,NBA Live 2001,8.6,8
1583,Saints Row IV,7.6,6.3
1584,Star Wars: The Force Unleashed,6.8,7.4
1587,SOCOM: U.S. Navy SEALs Confrontation,6.3,6.9
1591,Need for Speed: Most Wanted,8.3,8.5
1592,Pokemon XD: Gale of Darkness,6.4,8.3
1593,Black,7.9,8.4
1594,Tom Clancy's Rainbow Six: Vegas,8.6,7.6
1595,LittleBigPlanet PS Vita,8.8,8.6
1596,Pokemon Super Mystery Dungeon,6.9,8.8
1597,RollerCoaster Tycoon 2,7.4,8.5
1599,Lara Croft Tomb Raider: The Angel of Darkness,5.2,6.2
1600,Tom Clancy's Splinter Cell: Pandora Tomorrow,8.7,8.6
1602,Ratchet: Deadlocked,8.1,8.9
1603,Winter Sports: The Ultimate Challenge,5.2,6.8
1604,Baldur's Gate: Dark Alliance,8.7,8.3
1605,Oddworld: Abe's Oddysee,8.5,9
1606,Ridge Racer V,7.8,7.7
1607,WWE SmackDown vs. Raw 2009,7.8,6.9
1609,LEGO Harry Potter: Years 5-7,7.6,7.8
1610,Star Wars Episode III: Revenge of the Sith,6.1,8.1
1611,[Prototype],7.9,7.7
1613,FIFA Street,7.6,6.4
1614,Frogger: The Great Quest,3.2,4.6
1615,Madden NFL 17,8.3,5.9
1616,Ninja Gaiden,9.1,8.8
1618,Crash Bandicoot: The Wrath of Cortex,7.0,8.1
1619,Driv3r,5.7,5.5
1620,Assassin's Creed: Bloodlines,6.3,7.2
1623,LEGO The Lord of the Rings,8.0,8.5
1627,Hyrule Warriors,7.6,8.3
1629,Donkey Kong Country 2,8.0,9.1
1630,Guitar Hero: Aerosmith,7.0,6.7
1632,Need for Speed Carbon,7.5,7.3
1633,Ben 10: Protector of Earth,6.3,7.7
1634,2010 FIFA World Cup South Africa,8.2,7.8
1635,Tales of Xillia,7.8,8.2
1636,Diddy Kong Racing DS,6.3,7.5
1637,Mario Power Tennis,8.0,8.5
1645,Golden Sun: The Lost Age,8.6,9.5
1647,Max Payne,8.9,8.3
1649,NBA 2K2,8.9,7.8
1650,NASCAR Thunder 2003,8.4,8.7
1651,Cars,7.1,8.4
1652,Fuzion Frenzy,7.0,6.9
1653,Call of Duty: Finest Hour,7.3,7.8
1654,Final Fantasy IV,8.5,7.7
1655,Star Wars: Battlefront II,6.9,8.5
1656,Super Street Fighter IV: 3D Edition,8.5,8.1
1657,Sly Cooper and the Thievius Raccoonus,8.6,8.6
1658,WWE 2K16,7.3,7.4
1660,Dino Crisis 2,8.6,9
1663,Need for Speed Underground,8.3,9
1664,Naruto Shippuden: Ultimate Ninja Storm 2,7.6,8.3
1665,Medal of Honor: Airborne,7.5,7.6
1666,Battlefield: Hardline,7.1,5.1
1668,Bayonetta,8.7,7.7
1670,Boom Blox,8.5,8.6
1672,The Lord of the Rings: The Fellowship of the Ring,5.9,5.1
1673,The Sims 2: Castaway,7.3,8.2
1675,ATV Offroad Fury 3,7.8,8.4
1676,F1 2011,8.2,7.1
1678,Pikmin 2,9.0,9.1
1684,Enter the Matrix,6.5,7.1
1685,Cars,7.0,7
1686,NHL 2002,9.2,8.5
1687,FIFA Soccer 11,6.8,5.4
1689,The Simpsons: Road Rage,5.5,6.8
1690,LEGO Batman 2: DC Super Heroes,8.1,7.5
1691,Captain Toad: Treasure Tracker,8.1,8.6
1692,SpongeBob SquarePants: Revenge of the Flying Dutchman,7.1,7.7
1693,Pro Evolution Soccer 2008,8.3,8.4
1694,Destiny: The Taken King,8.9,5.2
1695,Scarface: The World is Yours,7.5,8.6
1699,Hitman 2: Silent Assassin,8.4,8
1701,WWE SmackDown vs Raw 2008,6.8,7.8
1702,Spider-Man: The Movie,7.6,7.3
1704,Mario vs. Donkey Kong 2: March of the Minis,7.6,7.9
1705,Metal Gear Solid: Portable Ops,8.7,8.2
1710,Injustice: Gods Among Us,7.8,7.9
1712,Shenmue,8.8,9.4
1714,Just Dance 4,7.7,7.7
1715,Tony Hawk's Pro Skater 2,9.5,7.5
1716,One Piece: Pirate Warriors,6.4,6.5
1719,Gun,7.7,8.7
1720,Ty the Tasmanian Tiger,7.0,8.8
1721,Resident Evil: Operation Raccoon City,5.2,4.9
1723,LEGO Indiana Jones: The Original Adventures,7.6,7.6
1724,PokéPark Wii: Pikachu's Adventure,6.2,7.2
1725,WWE '12,7.2,6.9
1729,Cabela's Dangerous Hunts,5.7,8.4
1730,Grand Theft Auto V,9.6,7.9
1731,Fallout: New Vegas,8.4,8.6
1733,WWE SmackDown vs. Raw 2010,8.1,8.1
1735,Medal of Honor: Rising Sun,6.5,5.8
1736,Army of Two,7.4,7.3
1737,Spore,8.4,5.3
1739,Mario vs. Donkey Kong,8.1,8
1740,LEGO Star Wars III: The Clone Wars,7.6,7.3
1741,Midnight Club 3: DUB Edition Remix,8.5,8.9
1742,Tom Clancy's Ghost Recon: Jungle Storm,7.0,6.3
1743,Bushido Blade,8.3,7.9
1744,Mirror's Edge,7.9,7.6
1745,Sonic the Hedgehog,4.3,4.1
1746,NASCAR Thunder 2002,8.5,8.5
1752,Your Shape: Fitness Evolved 2012,7.7,7.6
1753,FIFA 14,8.8,5.8
1754,Final Fantasy Tactics: The War of the Lions,8.8,8
1756,Sniper: Ghost Warrior,4.5,5.8
1757,Sonic Rush Adventure,7.8,8.2
1758,Worldwide Soccer Manager 2009,8.3,8.1
1759,Gauntlet: Dark Legacy,7.3,8.3
1760,Medal of Honor Heroes 2,6.9,7.3
1761,Bad Boys: Miami Takedown,4.3,3.4
1763,Football Manager 2013,8.6,6.7
1765,Medal of Honor: Warfighter,5.3,5.4
1770,FIFA Soccer 10,8.3,7.9
1771,Donkey Konga,7.6,8.3
1772,Call of Duty 4: Modern Warfare,9.2,8.5
1774,Tak and the Power of Juju,6.8,9
1775,WWE 2K15,6.2,5.1
1779,Tenchu: Wrath of Heaven,7.9,8.4
1780,Shadow of the Colossus,9.1,9.1
1781,Brave Fencer Musashi,8.1,8.5
1782,Ninja Gaiden Sigma,8.8,7.5
1783,WWE 2K14,7.4,7.5
1784,Pokemon Rumble Blast,5.6,7.1
1785,007: Quantum of Solace,6.5,6.6
1786,Dance Dance Revolution Extreme 2,7.6,9
1792,The Lord of the Rings: The Return of the King,8.4,9.1
1794,Hot Shots Golf: Out of Bounds,8.1,8.8
1798,Sunset Overdrive,8.1,7.7
1799,Mobile Suit Gundam: Federation vs. Zeon,7.3,8.8
1801,Naruto Shippuden: Ultimate Ninja Storm 4,7.9,8.2
1802,MechAssault,8.7,8
1805,Cars,5.0,4.7
1806,Watch Dogs 2,8.3,7.8
1807,LEGO Star Wars III: The Clone Wars,6.7,6.1
1808,Tom Clancy's Rainbow Six 3: Black Arrow,8.4,8.6
1810,Mirror's Edge,7.9,7.8
1811,Guitar Hero 5,8.5,6.8
1812,Alien: Isolation,7.9,8.1
1814,Fantasy Life,7.3,8.6
1816,SingStar,8.2,5.9
1817,The Legend of Zelda: Tri Force Heroes,7.3,7.6
1819,Supercar Street Challenge,5.7,7.6
1821,Rabbids Go Home,7.8,8.3
1822,ModNation Racers,8.2,8.4
1823,SOCOM: U.S. Navy SEALs Fireteam Bravo,8.2,8.6
1824,Rocksmith,8.0,8.3
1825,Call Of Duty 2: Big Red One,7.8,5.1
1827,Rocksmith,7.7,8.2
1828,Guitar Hero 5,7.1,2.6
1829,Worldwide Soccer Manager 2008,8.6,8
1830,Yakuza 3,7.9,8.1
1831,Persona 4: Golden,9.3,9.2
1832,Spider-Man 2,8.3,8.3
1833,Crackdown 2,7.0,6
1834,The Beatles: Rock Band,8.8,8.7
1835,Dragon Age II,7.9,4.5
1836,Counter-Strike,7.4,7.6
1838,Guitar Hero Encore: Rocks The 80s,6.9,6.3
1839,Fight Night Champion,8.4,7.3
1840,Rock Band,8.2,6.8
1841,Tom Clancy's Splinter Cell: Chaos Theory,9.4,9
1846,Pikmin 3,8.7,8.7
1847,WWE 2K14,7.5,7.7
1848,Dragon Ball: XenoVerse,6.9,7.7
1852,Castlevania: Lords of Shadow,8.5,8
1854,Plants vs. Zombies,8.1,7.4
1865,Tales of Symphonia,8.6,8.5
1866,LEGO City Undercover,8.0,8.2
1867,Need for Speed: ProStreet,6.1,6.9
1868,GRID,8.7,8.1
1869,Medal of Honor: Airborne,7.3,6.7
1870,Star Ocean: The Second Story,8.0,8.5
1872,NCAA Football 14,7.7,5.8
1873,Yakuza 2,7.7,8.1
1874,Guitar Hero 5,8.6,5.7
1875,Dragon Ball Z: The Legacy of Goku II,7.5,8.9
1876,NERF N-Strike,6.6,4.4
1877,NFL 2K1,9.7,6
1879,Untold Legends: Brotherhood of the Blade,6.8,7.6
1880,Project CARS,8.3,6.6
1881,Madden NFL 2004,9.2,8.3
1882,Sonic and the Black Knight,5.4,6.9
1883,The Godfather,7.5,8.3
1884,Sonic Free Riders,4.7,2.1
1885,Star Wars: Bounty Hunter,6.5,8.3
1887,WWE SmackDown vs. Raw 2011,7.4,6.9
1889,NCAA Football 13,7.6,5.5
1890,Skate 2,8.4,8
1892,NASCAR Thunder 2004,8.8,8.9
1895,Namco Museum Battle Collection,7.3,7.2
1897,Empire: Total War,9.0,6.9
1898,Virtua Fighter 5,8.5,7.4
1899,Dante's Inferno,7.5,7.5
1902,Tom Clancy's Ghost Recon 2,5.8,6
1904,Forza Horizon 3,9.1,7.4
1907,Star Wars: The Force Unleashed,7.0,8.1
1908,Dragon Ball Z: Taiketsu,4.0,6.1
1910,Star Fox: Assault,6.7,8.1
1911,Plants vs. Zombies: Garden Warfare,6.9,7.3
1912,The Simpsons Game,5.9,6.7
1914,LEGO Star Wars II: The Original Trilogy,4.7,5
1915,Call of Duty 3,8.2,7.4
1916,FIFA Soccer 11,7.3,7.3
1918,Prince of Persia,8.5,7.3
1924,Tomb Raider: Underworld,7.6,6.6
1926,Pro Evolution Soccer 2008,7.6,7.8
1927,SoulCalibur III,8.6,8.4
1928,Tiger Woods PGA Tour 10,8.8,8.8
1931,World Tour Soccer,7.0,5.6
1932,Naruto: Ultimate Ninja Storm,7.5,8.6
1934,Lightning Returns: Final Fantasy XIII,6.6,5.9
1937,Mortal Kombat: Armageddon,7.5,8.5
1938,Freekstyle,8.1,7.3
1939,Grand Theft Auto: Chinatown Wars,9.0,7.3
1940,Spore Creatures,6.5,6.5
1941,The Orange Box,8.9,8.4
1943,DJ Hero,8.4,8
1944,Bully: Scholarship Edition,8.0,8.3
1945,NBA Street V3,8.9,8.7
1947,Hulk,7.1,8.3
1948,Overwatch,9.1,5.6
1951,Aliens vs Predator,6.4,7.3
1952,Skylanders Giants,7.7,6.3
1953,Diablo II: Lord of Destruction,8.7,9.1
1954,Endless Ocean,7.2,8.1
1955,Spider-Man 2,6.5,7.7
1956,Seek and Destroy,6.3,8.8
1957,Darksiders,8.3,7.9
